Title,Review,Rating
Important film that everybody should watch,"The film chooses aspects of life that are forever important and meaningful. The way Robbie Williams portraits the teacher is not what I expected but in the end it makes sense. The director shows us the problems and struggles of life including: having your own opinion, being free and happy. The theme of poetry makes the movie beautiful and philosophical. I love movies that make you thing and reflect upon life. With this movie, you can stop and talk for hours with your wife/husband about suicide, death, non conformism, teaching, sexism and so many other interesting topics. Please watch and enjoy.",7
Blubbed like a Big Baby...,"I was told before going to see Dead Poet's Society that it could be quite an emotional film with many saying that they cried as they watched it.

So I went and watched. Some very emotional stuff, but I never felt close to tears...

Until the end. The final scene of the film is truly, truly wonderful and I have honestly never heard a cinema audience weep so openly as I did on that occasion.

It was a perfect ending. It didn't need anything more. You didn't need to know what happened to Keating. You didn't need to know what happened to the boys. Everything was summed up in the few words put over in the scene and Williams' final ""Thank you, Boys"".",10
Inspirational,"Every school should have a teacher like Mr. Keating (Robin Williams). He is inspirational and teaches young men to think for themselves and look at life differently. If I'd had a teacher like that, I might have done better in school! For me, it's the theme of the story that is the most important. The acting performances are secondary. I've watched the movie about three times now, and I still find myself getting inspired - and getting a boost to my self confidence! Robin Williams is excellent in this type of role - in my opinion, I prefer his performances in drama rather than comedy.

This movie should be shown in all schools for 12-13 year olds. It's especially motivating for those who may lack confidence and are somewhat meek and mild. This movie gives them a voice. A teacher like Mr. Keating shapes the lives of young men and teaches them more than any classroom book can. It's a life affirming movie. I love the movie!",8
an uplifting heartfelt drama if given the chance,"i myself am a person who is hopelessly trying to turn friends from mainstream music and film, etc and to my delight this film encapsulates that whole idea, i particularly enjoyed hearing robins character give opinions on conformity and his quote from a poem about choosing the path less travelled, don't get me wrong this film has a slightly ""geeky"" feel to it but if you look past the extremely ""square"" characters you will find a kinship that is remarkable and the messages it sends out are that which is poignant and true, if you can look past the faults in this film you may just look past the ""faults"" in your own life and find this film as life changing as a great song or novel.",7
I didn't get it,"Please forgive me, I didn't get it! I didn't understand why everyone swoons over this movie! When you read the reviews of this film (even from IMDb members)like, ""this is the greatest movie I've ever seen!,"" it makes me wonder why I had to sit through it a second time just to see what I had to have missed! Nope, I still didn't get it! And I like Robin Williams! I liked Garp! I even liked him as that doctor in ""Awakenings"" who gave El Dopa to Robert DeNiro!

Maybe I understand all too well... maybe, just maybe the people who swoon over ""Dead Poets""share this movie's ideologies. I happen to agree with a IMDb member's comments calling this movie ""manipulative."" Overall, Dead Poets Society is a movie that drowns in it's own hypocrisy when it attempts to educate it's viewers of their absolute definition of what is good and what is evil. I gave it a 1 out of 10!",1
Carpe Diem & The Punk Rock Movie.,"Dead Poets Society is directed by Peter Weir (Picnic At Hanging Rock/Gallipoli) and stars Robin Williams, Robert Sean Leonard, Ethan Hawke, Kurtwood Smith, Gale Hansen & Norman Lloyd. The script is written by Tom Schulman, based on his life at Montgomery Bell Academy, an all-boys preparatory school in Nashville, Tennessee. The film is set in 1959 at the fictional Welton Academy in Vermont (location shoot from St. Andrew's School in Middletown, Delaware). The story follows that of English teacher John Keating who uses his different method of teaching to inspire his students to be all that they can be whilst warning of the perils of conformity.

Dead Poets Society was a monster smash hit that made almost $220 million profit in Worldwide box office takings. Not bad considering this was the year that film lovers flocked to see the likes of Batman, Lethal Weapon 2 and the third outing for one Indiana Jones. It showed that there was a mainstream market for serious drama if it is done well. And rest assured, Dead Poets Society is done well, very well in fact. Its launchpad is Schulman's Academy Award winning script that puts under the microscope educational conformity and the ogres that are parental and peer pressure. Enter the inspired casting of Robin Wiliams (nominated for BAFTA & Academy Award for Best Actor) as the teacher who urges his charges to see outside of the box that they have been placed in. Young men, soon to be full adults, who have their lives mapped out for them, are challenged by Mr Keating to be spontaneous, to pursue idealism and view life with new perspectives.

Coming two years after he was nominated for Good Morning Vietnam, Williams once and for all proves to his doubters that he is a quality dramatic actor. His Keating is charismatic but without the mad-cap histrionics that Williams is famed for. Very controlled, in that what is in essence a catalyst role, Keating hasn't rushed to become said catalyst. He's a constant sympathetic presence, a father figure type, yet a confidential friend too. That Schulman's script has avoided the usual clichés that come with teacher-student relations in film's helps Williams as an actor to breath intelligent life into Keating. Even the flecks of humour that Williams is allowed to work from, such as Brando doing Shakespeare, play with a warmth that's essential to the relationships forming in the piece. Tho it's unquestionably Williams' movie (the film soars when he is on screen), the young cast playing the students get an A + for their sensitive portrayals. Notably Robert Sean Leonard (heartfelt), Ethan Hawke (haunting) & Gale Hansen (punky). While Kurtwood Smith leaves an indelible image as a domineering father.

In the hands of Weir, the film, unsurprisingly to his fans, carries an air of mysticism too. Again working with one of his regular DOP's, John Seale, Weir knows how to capture the time, place and people in his movies; while cloaking them in dashes of mystical beauty. Be it the boys striding around the school grounds amidst autumnal hues, or plodding wearily thru the snowy terrain as Winter kicks in, Weir gives the scenes an apt poetic quality. It's also of note that these scenes, as well as the cave sequences where the Dead Poets Society meetings take place, blend with the characters emotional states. Sprightly and optimistic around the greenery, nervous and excited in the darkened cave, then heavy of heart and leg as the fall accompanies the emotionally turbulent last quarter. A last quarter that leads to what has now become a divisive ending. Some have (and will) come away from it irked and claiming it to be syrupy. Others such as myself find it uplifting, hopeful and a fitting end to the emotional roller-coaster that cast and crew have taken us on. Is your glass half full or half empty? An excellent and intelligent story is directed and acted accordingly, with its themes making it actually one of the best Punk Rock movies out there. 9/10",9
Great Robin Williams Film,"Did not think that I would enjoy this film because I am not a big fan of Robin Williams who plays the role as John Keating, an English Professor who loves poetry and teaches this subject quite different than anyone else. Professor Keating gets down to basic facts about poetry and turns this subject into a very enjoyable experience which relates to how you can live in this world and have a great experience in doing whatever you really want to do and it also draws out young men's mental feelings about themselves and other people. This story also dwells with a young man named Todd Anderson, (Ethan Hawke) who is a very shy student and also had an older brother who attended this same college and was valedictorian, which are hard shoes to step into. Todd's room-mate is Neil Perry, ( Robert Sean Leonard) who has a very overbearing father and wants him to go to medical school and does not want him to waste his time on any social activities at the college. This story becomes very interesting with some of the students falling madly in love with pretty gals which makes this film a great all around treat to watch and enjoy.",8
Dead Poets Society,"""Dead Poets Society"" – A film that makes you think about your dreams and your decisions in life. Good or bad decisions

""Carpe Diem – Seize the day."" This statement is made by Mr. Keating, the special and unique teacher of ""Welton Academy"". After he had taught his students the sense of ""Carpe Diem"" and poetry, the way of thinking of many students changed and some of them started to finish what Mr. Keating had begun when he was at the same age.

If you are looking for a film to watch it in class, you should have a look at ""Dead Poets Society"". It's a 1986 drama film which is directed by Peter Weir and is set at the ""Welton Academy"" in Vermont. It deals with the teacher Mr Keating who inspires his students with his special view of life and so they build a group called ""Dead Poets Society"". They meet each other at a cave near the school where they talk about poetry to express themselves.

The cave scenes are very amusing and show the boys in funny situations during the meetings. The ""new Dead Poets Society"" consists of quite different personalities: Neil Perry, the self-confident founder of the group, the shy Todd Anderson, the noisy Richard Cameron, Steven Meeks, the clever one, Charlie Dalton and last but not least Knox Overstreet, a very friendly and polite student.

You may find it easy to identify with one of the young boys because of the interesting characters. They can surprise you in different ways and can also make you laugh.

If I was asked to rate this film on a scale from 0 – 10, I would give it 7 points as the film is easy to understand and all elements, which make life worth it like love, friendship or disagreement, are included.

It's a classic with a shocking and unexpected ending.",7
My all time favorite movie,"I saw this movie the first time when I was in High-School and I was amazed from the very beginning... The feeling it left behind will stay with you for a very long time. It is a mix of big sadness but also of hope and good fellowship.

This movie has so many important and profound messages and is very moving. I think I saw it over a hundred times and I love it even more every time I see it!

Robin Williams and the Guys from School played their roles so good and touchingly!

It is my all time favorite movie I can only recommend it to everyone!

More movies like that should be produced in the future!",10
Beautiful storytelling,"The movie is really a good reminder to the mental health of our children and letting them pursue their own dreams, because the movie makes you wonder long after the movie ends. There's this thing about the movie""Dead poets society"", the more you think about the movie, the more it starts to make sense. To me, it didn't make much sense when I first watched it, but now, it is one of the dearest movies to me. If you like the student teacher bond based movies, this is a go to for you. It shows how much can a teacher influence students, and make them bigger. The scene where he quoted "" They believed they're destined for great things, just like you do.... They're now fertlizing the daffodils ."" Gave me goosebumps.",8
Review of Dead Poets Society,"""Dead Poets Society"" staring Robin Williams is quite well-known for the public and was awarded Academy Awards. After the end credits rolled, the movie proved that it deserved the awards. The story is about our society to force people to be repressed without sentimental feelings. The students in the movie seemed to reflect our uniformed world. They want to be someone with emotion and sentiment. But, the reality does not flow into the way that they want. Even though the plot could easily have become terribly common, Robin Williams and other characters had the skill to make it gripping. The masterful acting kept my attention from beginning to end. Especially, the scene that students come together and listen to the poet, ""O'me, O'life"" by Walt Whitman, made me shiver. And the words ""Carpe Diem"" which means 'seize the day', remained in my brain after the movie. I'm wondering if I live like that. So, I really hope that such a movie will be released again in theaters.",7
"""Death Wish"" for academia","It amazes me how easily people fall for cardboard characters. In real life, it would be impossible to find an educational institution so filled with boorish, vile teachers, and wimpish, intimidated students, with the exception of this one dazzling, inspiring professor. Real life doesn't work that way--no one is as perfect, or perfectly awful, as these people.

But that's not the point. The point is to set up superficial symbols of the prejudices of the audience (the stuffy conservative teachers, the heartlessly strict father, the violent jock), and knock them down with a feather, so that the audience can congratulate itself for its enlightened attitudes.

This is about what I'd expect from Robin Williams, who usually seems to gravitate to roles of this sort. However, other worthy actors fell into this trap, I hope only because a job's a job. Kurtwood Smith is known for playing another tough-guy father, but in ""That 70s Show"" he's a complex character. There, he's always threatening to ""kick ass"", but he's also capable of humor and love; here, he's a pathetic cartoon. But Robin Williams is also a cartoon, just of the opposite kind, a paragon of humanity who can do no wrong, but whom everyone but his rapt students believe is the devil.

How can they write stuff like this? Is this what passes for creativity in Hollywood? I watched this on TCM immediately after the old ""Goodbye Mr. Chips"", and as angelic as the characters in that were, they at least seemed like real people. This script is as manipulative in its own way as ""Death Wish"", trying to provoke the same level of rage toward the symbols of a hated culture. It makes sense when the target is the culture of thuggish gangs who rape and murder, but of prep schools? What's so awful about prep schools? I went to one of the top schools, and believe me, it was a heck of a lot more inspiring than public school. This movie is insulting junk.",2
Robin Williams and a Stirring Tribute to Teachers!,"Have you ever had a high school English class where you were bored to death as your teacher droned on and on about Walt Whitman? I did which made me appreciate Dead Poets Society even more. This movie is about the love of teaching and how the great teachers resonate with their students and get them to fall in love with subjects they despise. What John Keating was to these students was like how my geometry teacher was with me. More than a decade after graduation, we still communicate over our shared interests. Admittedly a bit one-sided, the film nonetheless has a place in my heart. Robin Williams delivers a committed performance. The young cast is impressive (looking at you, Ethan Hawke.) The drama delivers the emotions (even if you can accuse the film of manipulation). By the end, I was choking up with emotion. I did not care that I saw the ending from miles away. The ""O Captain, O Captain"" scene tugs me every time I see it. When Robin Williams passed in 2014, this scene was used in memorium for the beloved actor.

After the success of films such as Witness, Peter Weir became in high demand. He was given the script by Jeffrey Katzenberg (who worked with Disney at the time). Weir fell in love with the script so much, he was already in the casting process mere weeks later. The script, written by Tom Schulman, was about Schulman's life at a Tennessee prep school. Interesting enough, Keating was portrayed as a sick man in the original script. Weir wisely took those scenes away because he felt the film would focus on Keating more so than the students. I believe that was a very wise choice. As much as I want to know more about Keating, the movie is all about the students. The powerful message would deliver less of a gut punch if it wasn't. Weir created a soulful movie about individualism and free expression. As someone who was moved by several great teachers, Weir captured what it meant to have such people in our lives. For a minute, it made me want to be a teacher.

Todd Anderson (Ethan Hawke) is a painfully shy student who finally attends a conservative New England prep school, Weldon Academy in the year 1959. Todd's older brother was valedictorian at the very same school. His roommate is Neil Perry (Robert Sean Leonard). Neil is a very bright student who dreams of an acting career but lives under the shadow of his domineering father (Kurtwood Smith). Enter into their lives does the new English teacher, Dr. John Keating (Robin Williams). He encourages the students to follow their dreams and to not be afraid to show who they are. He uses methods such as standing on desks among other methods. He encourages them to join a secret society that he started when he attended school. Each student goes against the status quo and face life-changing moments.

Robin Williams goes dramatic to full effect but every once in a while, he will inject his humor into the proceedings. For those who despised learning about poetry in English class, you will chuckle or even whoop when Williams makes every student tear up their ""Introduction to Poetry"" nonsense. Who wants to read about parameters anyway? Williams has a strong performance, but the film is all about the kids. The kids go through some dramatic moments that require strong acting skills. The kids were up to the task. The standout is Ethan Hawke. He would, of course, grow up to be a big star. Williams would vouch for Hawke's intensity. I believed in his character arch the most. He starts the film shy but undergoes a major character transformation. Robert Sean Leonard likewise delivers a great performance. His storyline with his father is a major part of the film, so I will not say more at risk of spoilers. Just bring the tissues.

Dead Poets Society is a film that knows how to make you laugh, cry, and grip your seat with tension. It is also a loving tribute to the profession of teaching. In a world where children are expected to be who their parents want them to be, there need to be adults that challenge this notion...like John Keating. Consequences happen but are necessary in the grand scheme of things. A shoutout needs to be given for John Seale's excellent cinematography and Maurice Jarre's memorable score. The drama can be heavily one-sided and there are relationship scenes with a young lady that are undercooked, but those are just minor complaints. Robin Williams and the children are at the center of a story you'll never forget.

""Carpe diem. Seize the day, boys. Make your lives extraordinary."" My Grade: A.",9
Seize the day; be Exceptional!,"John Keating (Robin Williams), a new teacher at a stuffy prep school in 1959, inspires his students to capitalize on their natural talents and develop a passion for life because they only have one shot and in 60 years or so they'll all be worm-food. Each boy starts to act on Keating's dynamic ideas with explosive consequences , both good and bad.

Released in 1989 and directed by Peter Weir, ""Dead Poets Society"" is a coming-of-age drama that's one of the most inspiring films ever made and ranks with my all-time favorite movies. The film captivates from the very beginning and doesn't release until it's over. That's when you KNOW a movie's really good, regardless of the subject matter. The cinematography and locations are top rate, shot in the Middletown region of Delaware (although the story itself takes place in Vermont). The quiet Fall & Winter scenes are breathtaking.

This is not a spoiler, but there's a powerful scene at the climax where the students give Keating a daring final salute. Roger Ebert criticized the scene as ""so moving he wanted to throw up,"" but he's dead wrong. It is both unexpected and potent.

The film contains a wealth of riches to mine in subsequent viewings, and I don't just mean the insights conjured from the poetry & prose. Here are a handful off the top of my head: ""The letter kills,"" referring to the legalistic nature of Neil's joyless father and most of the teachers at the school; the type of Judas (Cameron); the scapegoat (Keating); the stunning nature of feminine beauty (when Chris appears at the entrance of the school and the guys' mouths drop); the marvels of nature and how they're conducive to inspiration & spirituality; Keating's heartbroken countenance after Neil is removed from the theater crowd (Keating knows there's little he can do about the authoritarian mistreatment).

There are a couple of insignificant scenes that don't work so well, but that's always the case, even with the best of films.

One possible objection is that one boy's tragedy goes against the very message of the film to ""seize the day."" I disagree. The kid really started to ""seize the day"" but his passions were quenched by someone who didn't share Keating's mindset and he unfortunately couldn't handle it. Again, dynamic ideas have explosive consequences, good and bad. The other kids had varying results with their attempts to ""seize the day."" Some made progress in attaining their dreams and others got in trouble because they threw wisdom to the wind. The varying results make the story realistic.

Another criticism was voiced by a reviewer who stated that the late night meetings at the cave to read poetry and inspire one another were ""homo erotic."" This interpretation could only be derived by an adult in our gay-obsessed modern culture. The kids in the film are about 16-17 years-old. This was the only way they could go out and have fun under the strict rules of a New England prep school in 1959. I remember when I was a teenager going out to the treehouse with several guys and drinking & smoking; we'd sometimes discuss metal/rock lyrics, which could be viewed as a delinquent form of poetry, and other such things. Sometimes we'd bring a girl or three. Likewise, in two of the cave meetings in the film one of the guys brings a couple babes from another school whilst the others look on in awe; on two other occasions a guy brings nude pages of whoa-men. I think that pretty much quells the ""homo-erotic"" theory.

Most of those who scoff at this film's message go back to their 9 to 5 slavery (or 3 to 11 or 11 to 7, etc.) with no light at the end of the mundane tunnel. I encourage such people to give the film a second look. But BEWARE, there are no moronic explosions, CGI, non-stop 'action,' gore, OTT cussing, nudity or sex scenes; I know that's completely shocking, but it's true. Then I would encourage these people to take a good look at their lives and ask: Are you willing to change it? Throw off the shackles? Throw caution to the wind and pursue your true calling, your dream? Will you ""sieze the day""? Or will you continue to stagnate in a puddle of mediocrity? The answer that comes back will usually determine if this film becomes a favorite or not.

FINAL ANALYSIS: Australian director Peter Weir has other good films like ""Witness"" and ""Picnic at Hanging Rock"" (the latter is, incidentally, a film about an ALL-GIRLS school and can be boring if you're not in the mood for an ultra-mystery yarn), but ""Dead Poets Society"" is his best. Check it out. Give it a second (or third) chance if you haven't already. It's an outstanding story and it'll inspire you, especially if you've fallen into a life-stifling, growth-stultifying rut of drudgery.

The film runs just over two hours (128 minutes).

GRADE: A+",10
Better than it sounds,"I'm 15 and probably would never have looked at this in the video shop and bought it. After i was introduced to it in English class and after watching it changed my mind about old non-action films. For the first 5 minutes i was bored to death but then as the film progressed i began to understand the characters and recognize some actors. Half way though the film i thought ""Wow, I'm gonna hire this out"". The film had everything from comedy, drama, romance, suspense and enjoyment and i thought ""whats not to like"". A top notch performance by a young Ethan hawke who played a nervous Todd Anderson. Its a shame you don't get movies like this anymore but this one is an instant classic.",9
Robin Williams Lives On,"Dead Poets Society is a film about a group of boys attending a prestigious Prep school in New England during the 1950's. The story follows Todd Anderson (Ethan Hawke), the younger brother of a former valedictorian, and his roommate, Neil Perry (Robert Sean Leonard), a exceptionally bright, artistic student with a overbearing father.

The school rests upon four pillars: tradition, honor, discipline, and excellence. However, a new outlook comes in the form of a new teacher. The new English teacher, a former student John Keating (Robin Williams), presents the students with a different outlook and encourages the boys to seize the day. His unorthodox teaching methods stir up his students imagination and anger some of the more traditional characters in the film.

There are many themes throughout, but above all else the message is to follow your heart. The story is extremely well written and the cast of young actors do well to bring the out the uncertainties and excitement of adolescence. The set design and direction capture this period and produce a story that will pass the test of time.

Robin Williams performance in this film ranks among his best. He has departed us, but his legacy lives on. He visits us through his films and tells us ""Carpe Diem""!",9
Overrated,"Yes, Robin Williams is fine in this film. However, the film as a whole is highly overrated when you consider that the remainder of the characters are underdeveloped & the story is nothing more than a cliched commentary on free thought & expression. The only student who really stands out is Robert Sean Leonard's character, Neil. BUT, to call this Robin William's best performance is crazy when you compare the character to Sean Maguire in Good Will Hunting. Also, I can't forgive the screenwriters for deliberately misquoting Walt Whitman.",6
O Captain My Captain!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"About three months ago, this came on TV where I live at about 11.30 on a Saturday night (why it had to be on that late I have no idea). I taped it and watched it the next day and it's the only movie I've recently seen for the first time that really kicked me in the pants. About five days later I immediately bought the DVD. I was that blown away.

SPOILER ALERT!

It's 1959. Rebellious English professor John Keating (a wonderfully restrained, Oscar-nominated performance from Robin Williams, free of his usual quirks which are enjoyable but would be unnecessary here) arrives at Welton Academy, a posh all-boys school with an ages-old curriculum set in stone. Mr. Keating ignores the school's approved teaching methods, much to the dismay of Headmaster Mr. Nolan (Norman Lloyd), and instills in his students a love of poetry, inspiring them to ignore authority and make their lives extraordinary. This backfires when aspiring actor Neil Perry (Robert Sean Leonard) commits suicide after his father (a role tailor-made for Kurtwood Smith, better known now for his identical but comic role as Red Forman in TV's ""That '70s Show"") forces him to become a doctor. Mr. Keating is blamed for this tragedy, and his remaining students stand up for him when he is threatened to be fired.

Dead Poets Society is a film about rebelling against authority. Mr. Keating is one of the great cinematic school teachers, and if he were real I'd give anything to be in his class. Williams is brilliant, but the real acting honours go to the actors playing the students, especially Leonard (who ironically now plays a doctor in TV's ""House"") and most notably a young Ethan Hawke, who delivers a tour de force performance as Todd Anderson, the student who is hit the hardest by Neil's death. Tom Schulman's glowing Oscar-winning screenplay is filled with less-than-perfect characters, a dash of much-needed humour, it avoids sentimentality and considering I often *hate* poetry, it makes the stuff seem interesting.

However, it is Australian director Peter Weir's (who makes me, a budding filmmaker myself, proud to be an Australian) masterful handling of two key scenes late in the film which catapults it way beyond average status. The first is Neil Perry's suicide scene. Neil and his father have an argument one night after his father discovers Neil acting in a stage play. His father holds the power in the conversation and orders Neil to follow a career in medicine. Later on when his parents are asleep, Neil walks into his father's study, opens a drawer in the desk, takes out his father's revolver pistol and pulls the trigger. Weir wisely splashes this scene with dull and depressing colours (blacks and whites) to suit the mood described in Schulman's script, but instead of actually showing Neil pulling the trigger, Weir cuts away to Mr. Perry laying in his bed being awoken by the chilling sound of a gunshot downstairs. This makes my hair stand on end every time I watch the film.

The second is the exceptional climax. Now that Mr. Keating has been held responsible for Neil's death, he has been fired and interrupts his former class (now taught by Mr. Nolan) to get his things before he leaves. Todd Anderson causes an outburst and sticks up for Mr. Keating by standing on his desk and shouting ""O CAPTAIN MY CAPTAIN!"" like Mr. Keating instructed his students. Soon half the class joins in, with Mr. Nolan shouting at them to all sit down. The class giving Mr. Keating a standing ovation shows how much one person can impact others' lives, either positively or negatively. In this case, Mr. Keating has given his students direction and a reason to live. It surely stands alongside One Flew Over the Cuckoo's Nest and Star Wars: Episode V - The Empire Strikes Back as one of the most unforgettable movie climaxes ever. Damn you, Oliver Stone.

END OF SPOILERS!

If there are any teenagers like me out there who are reading this review and haven't yet seen this remarkable film, I urge you to do so. It could just change your life.

10/10.

Catch ya!",10
Beautifully & Well Lit Society,"Dead Poets Society received a lot of praise upon its original release, and at first glance it's easy to see why: a very solid cast all around and backed up by strong performances. A beautifully groomed private prep school with lots of visual attention to all those little details that make the place and this film so visually inviting and rich. The main message it extolls is to 'fight/resist conformity and be yourself'. All of which I can get behind. Unfortunately, this story has been told countless times, and while this film may look better than many of the others with the same story, it doesn't really bring anything new, except of course for looking very, very good. It knows all the cliched touching points to push at exactly the right times throughout. All of this is to say that while Dead Poets Society disappoints on several levels, it is still worth checking out if your curious.",7
Absolute Classic!,"""O Captain! My Captain!"" A new English teacher, John Keating (Robin Williams), is introduced to an all-boys preparatory school that is known for its ancient traditions and high standards. He uses unorthodox methods to reach out to his students, who face enormous pressures from their parents and the school. With Keating's help, students Neil Perry (Robert Sean Leonard), Todd Anderson (Ethan Hawke) and others learn to break out of their shells, pursue their dreams and seize the day.

I don't think I've ever been that emotional watching any movie ever. The movie is fabricated in a way where you build a very solid connection with all the lead characters. Normally, its pretty difficult for us to find a connection with just one main protagonist in any movie but ""Dead Poets Society"" was able to make me invested in more than one character in a 2 hours runtime only, which I personally found really impressive.

What really affected the emotional aspect was the incredible performances. Obviously, Robin Williams stands out and delivers one of my personal favourite performances even though I'm pretty sure he didn't have a lot of screen time. Additionally, the whole supporting cast was just perfect and had a really good dynamic especially Williams.

The movie really taught me a lot and I think that is very vital that people experience it and learn from it as it really is an emotional rollercoaster with a lesson.

Score:9/10.",9
not as good as the hype makes it out to be...,"I watched this film in English class this past week and I must say that I am a bit disappointed with what I saw. While many aspects of the film were perfectly engaging, I never felt grabbed by the story line, nor was I impressed with the script or, for that matter, actors.

Robin Williams' character was perhaps the biggest disappointment for me. While I have always failed to see the reason for the hype Williams so often receives, I have appreciated some of his more serious roles, such as his role as the neurologist in ""Awakenings"". I was completely underwhelmed by Williams' acting in this movie. It was almost as if he was trying too hard to be the ""inspiring"" teacher and in doing so ended up being completely melodramatic, in both his ideals and his voice (he drifted in and out of a VERY annoying accent of some sort.) I'm not entirely sure why Williams was nominated for an Oscar for this role...

The numerous clichés in the film also began to get to me after a while. I truly enjoyed the scenes where the boys were hanging out and talking. These were genuinely acted and scripted and were often very endearing. But the same is not true for the majority of the movie. I felt the teacher's teaching styles were almost too exaggerated for the movie. He would play some sort of game with the kids, they'd learn a lesson, and then be miraculously changed (an example of this was the whole ""carpe diem"" on the first day and how so soon after, everything became inspirational. Another scene that comes to mind is when the teacher helps the shy boy Todd Anderson create his own poetry.) There was no real work involved for this teacher. he uttered a couple of lines of poetry (and the most insipid and well known ones at that) and the boys were then ""thinking for themselves"".

I couldn't see the whole controversy about the ""Society"" itself anyway. Much of what the boys were doing was hanging out in a cave at night. while this was certainly a ""discipline problem"", it hardly seems to pose a threat of any sort to the school.

Anyway, I was overall underwhelmed by this film, but parts of it were OK.",4
Carpe Diem !,"""Oh captain, my captain...""

I watched ""Dead Poets Society"" twice and I could watch it thousands of times without being bored ! It's absolutely perfect ! This movie is also very topical even if it takes place in the fifties. The fight against conformism is and will always be fundamental.

Some might say that this movie is demagogue but in my opinion it's an example for young people of yesterday, today and tomorrow.

As far as the cast is concerned, Robin Williams is great, as always, and the young men (among them the future star Ethan Hawke) act very well.

So watch this excellent movie and... Seize the day !",10
Geeky Randy's summary,"Film set in 1959 (based on screenwriter Schulman's own experiences at academy) about liberal English teacher Williams influencing his students who attend all-boys Welton Academy. Focuses more on the group of boys, but Williams is able to work his off-the-cuff dialogue enough to keep you reminded that it's still him. Absolutely beautiful Northeastern setting, with excellent enough pacing to keep you entertained the entire way through. The boys are surprisingly less dorky than you'd think. The film never takes the easy way out, with Weir and Schulman seeming perfectly content with impending gloom. Kudos also for developing how important teachers can be to their students and vice versa. Williams' character was inspired by Samuel Pickering.

★★★½ (out of four)",9
"Robin Williams tells students to ""seize the day""","Robin Williams, Robert Sean Leonard, Ethan Hawke, Norman Lloyd, and Alexandra Powers star in ""Dead Poets Society,"" a 1989 film directed by Peter Weir and written by Tom Schulman.

William plays an English teacher, John Keating, who comes back to his alma mater, an exclusive boys school, to teach. His teaching technique is very different from anyone else's.

His focus is on encouraging students to find themselves by reading and writing poetry, to be individuals, and to know their own hearts, to see the world in a unique way, and to take risks - ""carpe diem.""

One of the students finds Keating's old yearbook and learns he was part of something called The Dead Poets Society. When he's asked about it, Keating says that he and some of his fellow students met in a cave and read poetry.

Neil (Leonard) and his friends Todd (Hawke), Knox (Josh Charles), Gale (Charlie Dalton) and others form the club again, find the cave, and sneak out at night. They read, laugh, and joke.

The boys are inspired by Keating and, in their own lives, try to break out. Each has his own story but the main focus is Neil, whose dictatorial father is insisting that he become a doctor when in his heart, he wants to be an actor.

Unfortunately, the school doesn't exactly want students to think for themselves and neither do their parents. Problems arise due to Keating's unorthodox teaching methods and opening these kids' minds.

What a beautiful movie and what great imagery of birds flying free, the boys standing on their school desks and seeing the room from a different perspective, that idea of being ""up high"" used when Neil late at night looks out the window of his home.

The film is predictable, but that doesn't make it any less powerful. It's set in 1959, and yes, kids did what their parents told them to do, and if your parents didn't like your choice of career, you were discouraged from going into it.

I know someone who wanted to have a career in the army; his parents flew to Germany to see him. The young man returned, became an attorney, and was never a good one, nor a very happy person.

Someone else I know actually got a part on Broadway and her parents made her return to her home town. Yes, that kind of thing happened. If you're creative like Neil, you can't really suppress it - the soul cries out for something else.

Robert Sean Leonard, Wilson on ""House"" is very young here. He gives a marvelous performance. I've seen him on Broadway twice - he's a very serious and committed actor. Everyone is good in this well-cast film.

Robin Williams absolutely shines as a warm, funny man who loves to teach and who believes teaching goes way beyond just the subject. He's just fantastic.

For me, anyway, there weren't a lot of surprises in this film, but I loved it. It was both uplifting and depressing - the school wants the students to meet the status quo, and Keating wanted them to fly. Today, it's still not easy being different.",8
Nice movie on defying conformity,"The movie digs deep about the very foundational idea of conforming whether to the general idea of well being, which may not be in line with one's own choice, or to live and let live the very desires that makes one feels very much alive. The premise is inserted well in the theme of artistic literature and the philosophical paradigm it comes with. There is less twists in the steady build up and flow of the story. But the dramatization is superb. It's able to grasp most, if not all, the essential issues concerning the period of the younger adulthood. The movie is then capped by a great sequence of finale events that question the idea of loyalty, not just to the friends beside you, but also to yourself and your belief. Robin Williams acted out good here, although I have to say that this is not his best performance. It's nice to see Ethan Hawke's earlier works in this movie. And it's quite a loss that most of the other actors of this class don't really make a long career.",7
O Captain! My Captain!,"This movie is package of perfection. Everything is perfect. Direction level is damn too high. Cast did their job superbly especially Robin Williams. Background sound is too good. Editing is well enough. Best thing about this movie is that it consists of dream, emotion, love, success, passion and drama. You will get a unknown(?) feeling after watching this movie. You can not describe that feeling to anyone. Finally, one thing i can say ""O Captain! My Captain!""",10
